PC1,PC2,PC3,label
-1.4956542972559017,1.0556598199056701,0.09838821420730116,0
-1.0481631608460893,0.0418892898351808,-0.10306049195280201,1
-1.5328175920051308,1.6142865828685016,1.9808277666485354,0
-1.6913492448524412,1.5310734068450116,0.21351306607643214,1
0.8208566280150695,2.6358657146464464,0.45474119419009884,1
-1.5186990290763935,1.30609688103045,0.010182750702669816,0
-1.4160835340507405,1.135382201866511,0.25793028388929756,0
-0.24613551450888319,-2.039352055006387,-0.4860785501488058,0
-0.7335612466193848,-1.0092179898881555,-1.4497697713727056,0
-0.41297500123440767,1.7992085007567369,-2.711098818561755,0
-0.7217631752856188,-0.9069935443161002,-0.7511532756192679,1
0.6970741957982953,2.5126856431933002,-0.8408642012381198,1
-0.23650551864724498,-1.2141706185145782,1.8412296748971224,0
1.2363776852494879,-1.8583710276558927,-2.2920851468111083,0
-0.49660532246107725,-0.03929653761402401,0.15992003404605906,1
-0.31948117934780984,2.040502211864444,-0.5546948134996984,1
-0.16135886056323995,-1.7330366115733156,1.1353084302878866,0
-0.9064248499428419,0.7326143885673726,-1.9375336921261554,0
1.0462214871510076,-1.322665483566821,-0.696976423240002,0
-1.7956446679995572,2.086142014183049,1.4317326734089069,0
0.5508871701236059,-2.6006521770126554,-2.2019063206565503,0
-0.7695685367301899,-0.928417911301541,-1.4705931320387504,0
-0.8058012062833064,-0.3507155046751475,0.5719149725562908,1
-0.23283679169650529,-1.359270187034389,1.2456971023273546,0
-1.2314735185145593,2.79382208269431,0.17048853617920157,1
-1.801166777494816,2.2560585289454935,1.857376491186849,0
0.44066430386282973,0.39261604272988865,-0.39010476573001135,1
4.240758370744159,1.4962500282246605,-5.802298680541229,1
0.6205565909855926,-0.41573344149516345,-1.7710706115111827,1
0.2682708882892815,-2.4249716712529747,1.7597750635376677,0
-2.0109219342961846,1.6785885887011265,-0.41831695030511834,1
-1.4813884818909981,1.0263677017294761,0.2602639681956367,0
5.227050597924443,-0.2766692767380955,-4.29901753923475,1
-0.01606459525538941,-0.7100096507850304,-0.3072551589147564,1
1.5238202723352763,-2.0484603116491775,-0.6015514597900671,1
-0.2621446286426263,-1.6683607763546608,0.068889967499816,0
1.039884950343102,-1.4016159158094876,-2.15386907468192,0
-0.3986743034894966,-1.6487763624241827,0.14832905971521476,0
-0.11477744205367557,-1.5058430538352674,-0.1797109809945526,1
1.646234144036145,-2.14564202483715,2.6947327608088893,1
-0.45110236774839674,-1.4039256533940219,-0.4330787295136145,1
-0.06305940469509566,-2.407684252355393,-1.1451277176692007,0
-1.0453026346096133,2.5608905064287018,-3.9748770798902333,1
0.32962738804784253,-1.4904628638811197,-1.0487772012440768,0
0.3525635414830446,-1.5779932164466244,-0.3939885341196186,1
-1.0951136807718553,1.5729773537891616,0.9170190944085784,1
-0.6522973877454343,-0.33355285660630035,1.6788662963476861,0
0.2994601936134057,-1.5960513011523039,-0.2112816578301829,0
-0.4207142982061272,-1.366920438527983,-0.14127748098125276,0
-0.552300891405779,-1.8861092730373006,0.19795717098204038,1
-0.2632295966210921,-1.633760779177964,-0.07757813895334804,0
1.4896383427874826,0.5301649254333405,-1.4838358656345356,1
-1.4449950338274564,0.9851366335562801,0.8893088121261138,0
-1.0073109964347224,1.2086813215768137,-0.07366773466672635,0
-0.6546946051221262,-0.7382926886081537,0.40089794514821075,0
-0.11241931858512394,-1.7236535972339062,1.449747409250315,0
-0.7628020531505338,-0.6357446859691833,-0.1882019898114174,1
0.14041175026135572,-2.146834034488338,1.8520154019271684,0
-1.9632509916733594,2.2965277561239774,0.7008304495505621,1
1.5832786461077535,-1.5404466425910006,1.4533615811640044,1
1.6529155175489458,-1.2107339662209526,0.4175769207221483,1
0.33617247457930544,-1.3340214700515425,0.5810480312666171,0
3.622967175513539,-0.368504153218066,-1.1828972002132125,1
-1.010609741824986,1.846336682512746,0.8106133454990659,1
-1.0793602871296253,-0.8640164034748405,-0.2754094687863228,1
-0.7991784268006676,1.5270439530731326,0.5322839671683119,0
1.2017768893247993,-0.631763188564624,-0.8469920834743019,1
0.5681820552535758,-1.206925987675812,0.9971993714384476,0
-1.4265700107869366,0.9298149396693268,0.49809410708665064,0
-1.4197412677008143,1.1660448278960809,1.2671364237691374,0
-1.347887573602205,0.8923548044706315,1.0270571653992504,0
0.3778217104111883,0.5127668389812706,-0.5343578710639043,1
1.1795191673902232,-2.2682756734411553,1.099811997441108,1
-0.012204430709903444,-2.297398692400396,0.11770126029421847,0
-1.2530511240325088,0.9753855371135757,1.881115833153512,0
-0.26320376524840294,2.4229804516962683,1.0966293824647155,1
3.5709716376143485,-0.6925666804378364,-2.9545522825146047,1
-0.847352109298065,1.6061353625893937,0.4721400382689863,0
0.8086784858172021,-0.40978002735314656,-0.32369674937147774,0
-0.20453068035675834,-1.4275472068852755,0.6885230581623485,0
0.3309951451197784,-2.8404516152977433,0.7290429953198152,1
-1.7256601764925845,1.1598837375698592,-1.6298689864606548,0
1.305279711053068,-0.6772899884691606,2.9732351031605693,0
-0.06035672672961457,-1.9011173194783322,1.4421059241129452,0
-0.8387939747587904,1.495030507378149,0.8769028095767759,1
-0.31114103935702003,-1.5214990680110574,0.2136405034216712,0
-0.16122019751988909,1.771862419534602,-0.3340512713979004,1
-1.8399411213328556,2.150723603652405,1.3441728854267727,0
1.7169693457260993,-2.0839482863076264,0.7581779037335385,1
-1.6966368507299174,1.479111989538513,-0.09950366382682456,1
-0.20646177004902158,-1.6707942859164056,0.06164391056803829,0
-0.7260753817384461,-0.85536591089884,-0.5606710061039948,1
-0.10771643431526351,-0.5863290573434672,-0.5418726320526919,1
-1.7205329617171918,1.2833889118391388,-1.1938329068068652,0
-1.4945221454853845,0.9952092442636299,0.8054062530083026,0
-0.9873410079555752,-0.5221627929811143,-1.533810310888932,0
-1.7560162937816002,1.2626060670381223,-1.4317038520336458,0
-0.5484372754144413,-1.8482943010016537,0.36220456538513096,1
0.31530552600611245,-1.3388355019238058,0.2212717574036616,0
-0.1392720561801995,-1.9556066851647653,-0.0013700657785839633,0
0.4049586195953191,-1.528478902510631,-0.36611548361146645,0
-0.018665405506251793,-0.9881549757449529,0.4749069702288628,1
-0.5665123933697057,-1.8492833413883385,0.2387869006560218,1
-0.8986112265329748,1.2603284525888505,0.19228154587890478,0
0.32357191911935695,-2.603871091467839,-0.5059593299054698,1
-1.4519923365164003,0.3007520681806781,-2.210725300332688,0
-0.2917513841514041,-1.8021728955355698,-0.9747641153480536,0
-0.2344585109814159,1.4926710933513587,-2.0600978121266067,0
-1.5593104795709112,1.7149389333834077,-1.821346429398356,1
2.88933836238736,-1.5127424893218349,1.9114505878920742,1
-2.1433305845252844,2.4112389051560874,-0.2565443138634478,1
-0.21323931912235888,0.7911782765353403,-3.760566315155914,0
0.14453413066490858,-1.0326934339948646,-0.19829369320201026,1
0.04347085831702789,-1.8430304910342956,1.2412171729508712,0
-1.59279614111424,1.396214967607246,1.0505085158411036,0
4.028609781961094,0.024028690597906063,2.635246143719933,1
-0.19382034236216295,-1.6230608264755295,0.12280316762427339,0
-1.2424298574749155,0.9475997809505836,1.9246745352670864,0
-0.8145868809960174,0.0035008624247421798,1.863249349591348,0
1.681663450842535,-2.0669852861343716,0.7749713467585133,1
-0.8939657198550937,0.8956669678082143,-1.8247001038127435,0
0.6319624004049335,-2.865400059798873,-0.8153832964908784,1
-1.6481199441801686,1.1848632352455177,-1.0895781620885074,0
0.10358005748697342,-2.5831665492047566,-0.17382502659397747,1
1.3120506061948167,-1.8686607057927787,-1.4469502472371336,1
0.24605221622432918,0.5196782306058921,-1.4047975317880106,1
-1.6006259724759646,1.0309755890396355,-0.08451859025923505,0
-1.3063667725678145,0.616533952781501,0.07007717286744065,1
-1.1443865591515756,0.40991790255343696,0.5069442964293596,0
-1.3711509532821644,0.982960970783282,1.219458012107334,0
1.3777444761326239,-2.080001139228346,-1.527557989333571,1
0.6849825097390878,-1.6264041872675339,-0.28630543396256897,1
1.159080040485779,1.0143841134599494,-2.128725125184644,1
3.552768731495043,0.9975224540061204,2.1636539082357418,1
-0.9448042069609607,0.27729759077840954,1.6867812768010324,0
0.5531611233925957,-2.0748297665325324,-0.6143564621822553,1
-0.16287426768143076,-0.6925510102175912,-1.28390883432012,1
0.3730895276197933,-2.578832893456748,-0.13425947907935804,1
-1.8025534477845038,1.245359668108832,-1.690875907501341,0
-1.8388850526701328,2.3579528815667747,1.827952815914074,0
0.3897731552862211,-1.451436587402491,0.22662081152228084,1
-1.316558813040851,0.07845227805139511,-1.9589791959028557,0
-0.35262241465851335,-1.039768305782442,1.7479986503172154,0
0.4144218321073727,-1.4133611865435556,1.187389924904514,0
0.299523822483527,-2.4818754426466163,1.7205577816653297,0
-0.24724151498932076,-1.5140559183584068,1.0887276084735793,0
0.3623284501118614,-0.3785615409480701,1.2999090970691536,1
-0.19052590961492075,-1.6010776805934401,0.031090654605363224,0
-1.996067621637832,1.9333978214051064,-0.7706799424859572,1
0.043606827020840996,-2.389032917902813,-0.032492231819929066,1
-1.5688793876034957,0.9922202192490566,-0.16095049070526082,0
-0.01975066685791304,1.0945238947235854,-1.4552279673805375,1
